caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
2332035146,0.3404861019,No,I do not trust apps that are shared,No,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Dislike It,Dislike It,Not Sure,Dislike It,Dislike It,Dislike It,Good Idea,Current Direction,Independent,"I probably would have chosen the Grand Bargain app last year when unsupported Government expenses were out of control. Under the current administration, there appears to be a strong move to eliminate the influence of lobbyists and pork-riddled budget bills. Although not perfect, the current administration should be given a chance to correct things. So far, the economy has gotten better, gas prices have gone down, trade deficits are being resolved, and the stock market is going up. Hope is eternal!",1944,Male,Hispanic,Yes,Some college,Widowed,Retired,"$30,000 - $39,999",No,31410,Georgia,Rent,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Roman Catholic,More than once a week,No,Very important,Several times a day,2025-06-28 20:50:54,2025-06-28 21:18:22
2333346820,2.074946387,Yes,none,Yes,Definitely no,No,No,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Current Direction,Independent,you would have to change everything,1982,Male,White,No,Some college,Never married,Full-time,"$120,000 - $149,999",No,30008,Georgia,Own,Independent,Did not vote for President,Donald Trump,Yes,Moderate,Most of the time,Protestant,More than once a week,Yes,Very important,Don't know,2025-06-29 20:42:45,2025-06-29 21:03:38
2333386668,5.060137328,Not sure,I don't know if they would be interested,Yes,Probably yes,Yes,Yes,Not Sure,Good Idea,Not Sure,Dislike It,Dislike It,Good Idea,Hate It,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Dislike It,Good Idea,Good Idea,Dislike It,Good Idea,Critical to Me & Others,Critical to Me & Others,Not Sure,Hate It,Not Sure,Critical to Me & Others,,Dislike It,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Dislike It,Hate It,Good Idea,Good Idea,Dislike It,Current Direction,Independent,"Raise tax on the ULTRA wealthy (over 500 million). Cut SNAP and section 8, and redistribute to the healthcare system to cover costs.",2007,Male,White,No,High school graduate,Never married,Student,"$120,000 - $149,999",No,31808,Georgia,Own,Lean Republican,Did not vote for President,Did not vote for President,Yes,Moderate,Most of the time,Protestant,Once a week,Yes,Somewhat important,Once a day,2025-06-30 0:35:09,2025-06-30 0:51:32
2333789442,1.067712651,Yes,No reservations at all.,Not sure,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Independent,"Keep health coverage accessible, Avoid raising taxes on most people focus tax cuts on regular folks, not just the rich and Protect or increase funding for local hospitals.",1998,Female,White,No,4-year,Married,Full-time,"$80,000 - $99,999",Yes,30115,Georgia,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Protestant,Once or twice a month,Yes,Somewhat important,A few times a month,2025-06-30 6:51:31,2025-06-30 7:09:18
2333987186,0.8950268235,Yes,"none, I said I would share with family and friends",Yes,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Independent,,1960,Female,White,No,4-year,Married,Retired,"$40,000 - $49,999",No,30028,Georgia,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Roman Catholic,More than once a week,No,Very important,Several times a day,2025-06-30 15:17:59,2025-06-30 15:32:09
2332607462,0.4984763971,Yes,None,Yes,Probably yes,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Democrat,,1984,Male,White,No,Post-grad,Married,Full-time,"$150,000 - $199,999",Yes,30324,Georgia,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Some of the time,Atheist,Never,No,Not at all important,Never,2025-06-29 8:08:28,2025-06-29 8:17:28
2335799008,1.827075486,Yes,Most people don’t like being sent links.,No,Probably yes,Not sure,Not sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Independent,,1973,Male,White,No,Post-grad,Married,Full-time,"$100,000 - $119,999",No,83605,Idaho,Own,Independent,Other,Other,Yes,Moderate,Some of the time,Protestant,Once a week,No,Very important,A few times a week,2025-07-01 22:12:44,2025-07-01 22:23:23
2333264338,1.363564065,No,It seems liberal,Not sure,Not sure,Not sure,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Current Direction,Republican,Reform the education system,1975,Female,White,No,High school graduate,Domestic / civil partnership,Full-time,"$80,000 - $99,999",No,62347,Illinois,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Nothing in particular,Never,No,Somewhat important,Several times a day,2025-06-29 19:09:40,2025-06-29 19:18:35
2336293020,0.5152894958,Yes,I think it is a great way to express ourselves without judgement. Every voice matters.,Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Other,75 percent cut of the defense budget. We have the greatest military. We don't need to waste billions yearly on upgrades. Now picture us spending billions on Healthcare and education for years. I bet both will become as good or better as our military. We need to shift govt spending in areas that need it to work. Tax the rich. They are long overdue to pay their shares.,1985,Male,Two or more races,No,4-year,Married,Student,"$70,000 - $79,999",No,61880,Illinois,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2025-07-01 23:17:10,2025-07-01 23:24:44
2331384698,0.5288097798,Yes,Not sure,No,Definitely yes,Yes,Yes,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Not sure,,1988,Female,Two or more races,Yes,Post-grad,Never married,Full-time,"$40,000 - $49,999",Yes,60173,Illinois,Own,Not sure,Did not vote for President,Did not vote for President,No,Not sure,Most of the time,Nothing in particular,Never,No,Not too important,Once a day,2025-06-28 10:59:49,2025-06-28 13:56:14
2331259204,0.5739418195,Not sure,It's biased,Yes,Probably no,Not sure,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Current Direction,Independent,This is a biased democratic poll.,1975,Male,White,No,4-year,Divorced,Full-time,"$200,000 - $249,999",No,62075,Illinois,Rent,Independent,Did not vote for President,Donald Trump,Yes,Conservative,Some of the time,Nothing in particular,Never,No,Not at all important,Seldom,2025-06-28 9:55:31,2025-06-28 10:06:59
2332540000,0.9407540247,Not sure,I am not sure who would appreciate that. I know that I am often asked to respond when someone sends me info and I don't appreciate it.,Not sure,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Current Direction,Democrat,"Less benefits for the very wealthy. Not cutting federal help i.e., maintaining FEMA aid for weather disasters, not giving private educational institutes the same aid as public schools, maintaining Medicare & Medicaid, not cutting into Social Security since we have all paid into it our entire working lives.",1947,Female,White,No,Some college,Widowed,Retired,Prefer not to say,No,60614,Illinois,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Jewish,Once or twice a month,No,Somewhat important,Once a week,2025-06-29 6:58:40,2025-06-29 7:48:15
2333633108,0.8863108475,Yes,None,Not sure,Not sure,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Democrat,,1969,Male,White,No,High school graduate,Never married,Full-time,"$60,000 - $69,999",No,60068,Illinois,Own,Strong Democrat,Did not vote for President,Did not vote for President,No,Liberal,Some of the time,Nothing in particular,Never,No,Not at all important,Never,2025-06-30 3:10:33,2025-06-30 3:16:29
2334808628,0.9535230391,Yes,I would have no reservations.,Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Current Direction,Democrat,I may have hit the wrong button by mistake. I would not change anything. They are all well thought out and much better than what we have now.,1962,Female,White,No,4-year,Widowed,Retired,"$60,000 - $69,999",No,60543,Illinois,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Protestant,Once or twice a month,No,Very important,Once a day,2025-06-30 22:57:32,2025-06-30 23:10:50
2334006414,0.7586623512,Yes,I would not have any.,Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Republican,It would work to put us where we need to be.,1982,Female,White,No,4-year,Married,Full-time,"$100,000 - $119,999",No,47170,Indiana,Own,Strong Republican,Donald Trump,Kamala Harris,Yes,Liberal,Most of the time,Roman Catholic,A few times a year,Yes,Very important,Several times a day,2025-06-30 10:34:23,2025-06-30 10:40:19
2336163462,0.5656094011,Not sure,Lacking knowledge of the willingness of others to participate,No,Definitely yes,Yes,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Good Idea,Good Idea,Hate It,Dislike It,Good Idea,Critical to Me & Others,Critical to Me & Others,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Republican,I do think changes need to be made but sometime those changes go too far,1980,Male,White,No,Some college,Never married,Other,Prefer not to say,No,47542,Indiana,Other,Not very strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Roman Catholic,More than once a week,Yes,Very important,Several times a day,2025-07-01 22:05:18,2025-07-01 22:19:45
2336220824,1.052067431,No,interest,No,Definitely no,No,No,Good Idea,Not Sure,Good Idea,Not Sure,Hate It,Not Sure,Dislike It,Dislike It,Good Idea,Critical to Me & Others,Not Sure,Good Idea,Critical to Me & Others,Not Sure,Dislike It,Dislike It,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Not Sure,Good Idea,Critical to Me & Others,,Critical to Me & Others,Not Sure,Not Sure,Good Idea,Good Idea,Not Sure,Good Idea,Dislike It,Not Sure,Not Sure,Dislike It,Hate It,Good Idea,Current Direction,Republican,not sure. none seem to really do anything. they  just sound ok.,1955,Male,White,No,Post-grad,Never married,Retired,"$20,000 - $29,999",No,47170,Indiana,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Something else,Never,No,Not at all important,Never,2025-07-01 22:06:34,2025-07-01 22:23:09
2332290272,1.449942318,Not sure,I would worry about the apps quality and want it does to the device,Not sure,Probably yes,Not sure,No,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Independent,I care about the quality of houses affordable housing needs to come without changes the lead to more boxed shape basic small houses that any tornado 🌪️ can destroy in seconds,1990,Female,White,No,Some college,Never married,Permanently disabled,"$10,000 - $19,999",No,46815,Indiana,Rent,Independent,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Nothing in particular,Once or twice a month,No,Very important,Once a day,2025-06-29 1:55:17,2025-06-29 2:09:14
2336317632,1.189788049,Yes,I would tell them it's easy and you can make some money,Not sure,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Current Direction,Republican,,1981,Male,White,No,High school graduate,Divorced,Full-time,"$40,000 - $49,999",No,50595,Iowa,Rent,Not very strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Some of the time,Protestant,Seldom,No,Very important,Once a day,2025-07-01 23:47:41,2025-07-01 23:54:14
2332950584,0.891285282,Not sure,I don't share apps,No,Not sure,No,No,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Independent,I can't think of any,1959,Female,White,No,High school graduate,Married,Retired,"$30,000 - $39,999",No,66605,Kansas,Rent,Independent,Did not vote for President,Did not vote for President,No,Moderate,Hardly at all,Nothing in particular,Never,No,Not at all important,A few times a month,2025-06-29 12:53:58,2025-06-29 13:05:14
2330430906,0.9530042835,Yes,None.,Not sure,Probably no,No,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Hate It,Hate It,Hate It,Hate It,Hate It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Current Direction,Republican,"Take out all of the ""hate it"" and ""dislike it"" items. No taxes on inherited anything! Find ways to discover and severely punish fraud in programs! No subsidies,  period.",1974,Female,White,No,4-year,Married,Full-time,"$200,000 - $249,999",Yes,42324,Kentucky,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Protestant,Once a week,Yes,Very important,Once a day,2025-06-27 18:13:48,2025-06-27 18:38:57
2331611738,0.6534689501,Yes,that they would actully use it,Not sure,Definitely no,No,No,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Current Direction,Republican,"never going to get 75% of us citizens to agree on anything ,, this "" package "" is a pipe dream",1949,Male,White,No,Some college,Married,Retired,"$70,000 - $79,999",No,41018,Kentucky,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Roman Catholic,Seldom,No,Somewhat important,A few times a month,2025-06-28 13:01:07,2025-06-28 13:16:13
2331374728,0.9122480466,Yes,Privacy rights,No,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Current Direction,Republican,"As a former teacher I think the educational part of the Grand Bargain needs a lot of work!  They need to get teachers to help them set up goals in that area!  Teachers pay needs to greatly increase but some of the other ideas are far off.  It does have some good points but charter schools are not the answer ,",1956,Female,White,No,4-year,Married,Retired,Prefer not to say,No,42503,Kentucky,Own,Strong Republican,Did not vote for President,Donald Trump,Yes,Conservative,Most of the time,Something else,More than once a week,No,Very important,Several times a day,2025-06-28 14:54:40,2025-06-28 15:06:20
2330906308,0.971832734,Not sure,Long term safety,No,Probably yes,Not sure,Not sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Independent,Unsure,1961,Male,White,No,High school graduate,Married,Full-time,"$70,000 - $79,999",No,40067,Kentucky,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Moderate,Most of the time,Something else,Once a week,Yes,Very important,Several times a day,2025-06-28 1:12:53,2025-06-28 1:17:15
2336163274,0.8964788852,Not sure,Many are not acquainted with government operations enough to make practical and workable suggestions.,Yes,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Current Direction,Independent,Scrap the tax increases.  Reduce government workforce.  Reduction government regulations on productive enterprises.,1942,Male,White,No,4-year,Married,Retired,"$120,000 - $149,999",No,40222,Kentucky,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Roman Catholic,Once a week,Yes,Very important,Once a day,2025-07-01 22:06:33,2025-07-01 22:24:27
2331401120,2.183433762,Not sure,None in particular just don’t usually do this,Not sure,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Republican,No package should interfere with physicians and their medical decisions.,1951,Female,White,No,Post-grad,Widowed,Retired,"$30,000 - $39,999",No,70520,Louisiana,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Roman Catholic,Once a week,No,Very important,A few times a week,2025-06-28 14:55:28,2025-06-28 15:08:55
2331406518,0.3846929622,Not sure,People getting upset,Not sure,Probably yes,Not sure,Not sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Other,A tax rate that would help the poor,1968,Male,Hispanic,Yes,Some college,Married,Full-time,"$120,000 - $149,999",No,71254,Louisiana,Rent,Independent,Did not vote for President,Did not vote for President,No,Moderate,Only now and then,Protestant,More than once a week,No,Very important,Several times a day,2025-06-28 9:49:54,2025-06-28 12:02:24
2331539342,0.6624394962,Not sure,If it's for the good not for the bad,No,Definitely yes,Yes,No,Hate It,Hate It,Hate It,Critical to Me & Others,Hate It,Hate It,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Democrat,Number one leave medicaid alone,1968,Female,Black,No,High school graduate,Never married,Full-time,"$80,000 - $99,999",No,70053,Louisiana,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very conservative,Most of the time,Roman Catholic,Don't know,No,Somewhat important,Seldom,2025-06-28 11:51:50,2025-06-28 12:06:21
2332816016,0.8454311233,No,I don't recommend or share apps,No,Definitely no,No,No,Good Idea,Dislike It,Not Sure,Not Sure,Hate It,Not Sure,Dislike It,Good Idea,Not Sure,Critical to Me & Others,Not Sure,Not Sure,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,,Not Sure,Hate It,Hate It,Hate It,Critical to Me & Others,Not Sure,Hate It,Hate It,Not Sure,Not Sure,Not Sure,Hate It,Not Sure,Current Direction,Independent,It appears that many parts of the package are written by a biased source and can be interpreted multiple ways. I need to do more research on the unintended and intended consequences of each proposal.,1956,Male,White,No,Post-grad,Never married,Full-time,"$60,000 - $69,999",No,4416,Maine,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Protestant,Seldom,Yes,Very important,Several times a day,2025-06-29 15:54:28,2025-06-29 16:25:02
