caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,Healthcare 8,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
2260778968,1.546153013,Not sure,I don't use apps and don't know how to use them.,No,Not sure,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1938,Female,White,No,High school graduate,Widowed,Retired,"$30,000 - $39,999",No,92084,California,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Protestant,Once or twice a month,Yes,Very important,Once a day,2025-05-22 1:35:29,2025-05-22 1:57:54
2261897526,5.98690479,No,Our president is doing good and getting everything straightened up all the mess from Biden administration,No,Probably no,Not sure,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Current Direction,Republican,Start making our own fuel keep as mush as we can in house,1981,Female,Hispanic,Yes,No HS,Married,Homemaker,"$80,000 - $99,999",No,92571,California,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,2025-05-22 3:38:45,2025-05-22 3:57:09
2261973936,0.9427361604,Not sure,"whether they are interested or not, might just be bugging them",No,Probably yes,Yes,No,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Hate It,Good Idea,Not Sure,Dislike It,Good Idea,Good Idea,Not Sure,Dislike It,Good Idea,Not Sure,Good Idea,Good Idea,Hate It,Hate It,Hate It,Good Idea,Not Sure,Hate It,Hate It,Hate It,Not Sure,Good Idea,Not Sure,Hate It,Grand Bargain,Republican,,1977,Male,Asian,No,High school graduate,Never married,Unemployed,"$20,000 - $29,999",No,94545,California,Own,Strong Republican,Did not vote for President,Donald Trump,Yes,Conservative,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2025-05-22 4:36:32,2025-05-22 4:46:13
2261894036,0.6318258034,Yes,Some may think that it's coming from a biased point of view.,Not sure,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1978,Female,Hispanic,Yes,Some college,Married,Permanently disabled,"$150,000 - $199,999",Yes,90631,California,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Roman Catholic,Once or twice a month,No,Very important,Several times a day,2025-05-22 3:35:26,2025-05-22 5:57:27
2258911976,0.6425029699,No,"""Sharing apps with others"" is just not something I generally do.",No,Probably yes,Yes,Yes,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Not Sure,Good Idea,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Good Idea,Good Idea,Dislike It,Grand Bargain,Other,,1985,Male,White,No,4-year,Never married,Unemployed,"$60,000 - $69,999",No,90065,California,Own,Lean Democrat,Other,Other,Yes,Very liberal,Some of the time,Atheist,Seldom,No,Not at all important,Never,2025-05-20 18:23:49,2025-05-20 18:38:01
2259258774,1.15452693,Yes,The funding behind who created and running it. Transparency,Yes,Probably yes,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Other,,1994,Male,White,No,4-year,Married,Unemployed,"$80,000 - $99,999",No,90066,California,Rent,Independent,Joe Biden,Kamala Harris,Yes,Not sure,Some of the time,Agnostic,Never,No,Not at all important,Never,2025-05-20 23:21:23,2025-05-20 23:32:55
2261157638,2.419247766,Not sure,"Firstly, the app presentation of the issues and the instructions were confusing to proceed. Secondly, I wanted a little more details for each issue explanation rather than a couple of sentences. Thirdly, I found myself agreeing with the first part of a sentence but not the rest of the sentence on whatever the issue was, so I found that a little bias and had to select ""not sure"" as my response.",Yes,Definitely yes,Yes,Not sure,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Not Sure,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Critical to Me & Others,Dislike It,Good Idea,Not Sure,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,Hate It,Not Sure,Good Idea,Critical to Me & Others,Dislike It,Hate It,Dislike It,Good Idea,Hate It,Good Idea,Critical to Me & Others,Grand Bargain,Other,,1959,Female,Two or more races,No,High school graduate,Married,Full-time,"$100,000 - $119,999",No,95993,California,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Protestant,Once or twice a month,Yes,Somewhat important,Once a day,2025-05-21 17:41:12,2025-05-21 18:10:12
2257341340,1.310198486,Yes,Not many,Not sure,Not sure,Not sure,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Not sure,,1988,Female,Hispanic,Yes,High school graduate,Married,Homemaker,Prefer not to say,Yes,90042,California,Rent,Not sure,Did not vote for President,Did not vote for President,Yes,Not sure,Hardly at all,Nothing in particular,A few times a year,No,Somewhat important,Once a day,2025-05-19 21:24:59,2025-05-19 21:28:45
2257347334,1.446898673,Yes,Not sure,Not sure,Probably yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Not sure,,2000,Male,White,No,High school graduate,Never married,Student,"$70,000 - $79,999",No,90060,California,Own,Independent,Did not vote for President,Donald Trump,Yes,Moderate,Some of the time,Roman Catholic,More than once a week,Yes,Somewhat important,Several times a day,2025-05-19 21:34:31,2025-05-19 21:43:43
2260927262,1.329329462,Yes,Not sure,Not sure,Probably yes,No,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Not sure,,1990,Female,Hispanic,Yes,2-year,Never married,Other,"$40,000 - $49,999",Yes,90042,California,Rent,Independent,Did not vote for President,Did not vote for President,Yes,Not sure,Don't know,Nothing in particular,Never,Yes,Very important,Don't know,2025-05-21 15:15:45,2025-05-21 15:30:14
2260635126,0.4451793737,Yes,I don't think I have any reservations right now,Yes,Not sure,Yes,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Good Idea,Not Sure,Good Idea,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Not sure,More money for everyone and less homelessness,1979,Female,Hispanic,Yes,High school graduate,Married,Permanently disabled,"$10,000 - $19,999",No,93436,California,Rent,Not sure,Did not vote for President,Did not vote for President,Yes,Not sure,Don't know,Roman Catholic,Don't know,No,Somewhat important,Don't know,2025-05-21 23:38:15,2025-05-21 23:46:28
2261760208,0.4850997922,Yes,Education read and opinions,Not sure,Not sure,Not sure,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Not sure,Support equally education and more,1980,Female,Black,No,High school graduate,Domestic / civil partnership,Permanently disabled,"Less than $10,000",No,94102,California,Rent,Not sure,Did not vote for President,Did not vote for President,Yes,Not sure,Don't know,Protestant,Don't know,Yes,Very important,Several times a day,2025-05-22 1:36:25,2025-05-22 1:55:45
2257342088,1.170209874,Yes,I think people in general are very tired of Trump's Administration and politics in general it is a very depressing time for our democracy which seems that high risk,No,Probably yes,Not sure,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1962,Female,White,No,4-year,Never married,Retired,"$30,000 - $39,999",No,92802,California,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Something else,Never,No,Not at all important,Never,2025-05-19 21:27:46,2025-05-19 21:38:53
2254962244,1.510095355,No,I don't intrude,No,Definitely no,No,No,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Current Direction,Independent,,1949,Female,Two or more races,Yes,2-year,Married,Retired,"$70,000 - $79,999",No,92880,California,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Moderate,Most of the time,Something else,Seldom,No,Somewhat important,Several times a day,2025-05-19 21:33:14,2025-05-19 21:43:38
2250814598,0.7707474504,Not sure,"Even though you think you know how a family member or friend might respond to taking surveys, no one is 100% sure. I value the relationships too much to risk getting under someone's skin",No,Probably yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Good Idea,Not Sure,Good Idea,Dislike It,Not Sure,Good Idea,Not Sure,Grand Bargain,Independent,,1951,Female,White,No,4-year,Never married,Unemployed,"$20,000 - $29,999",No,92211,California,Rent,Lean Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Agnostic,A few times a year,No,Not too important,Once a day,2025-05-16 17:01:35,2025-05-19 22:56:59
2259091140,0.9702804109,No,i see it as more progressive/commie bull shit.,No,Definitely no,No,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Independent,the end of the uniparty,1959,Male,White,No,4-year,Married,Full-time,"$150,000 - $199,999",No,95747,California,Own,Independent,Donald Trump,Donald Trump,Yes,Moderate,Only now and then,Nothing in particular,Never,No,Very important,Several times a day,2025-05-20 21:23:25,2025-05-20 21:28:59
2259343804,3.233233567,No,I don't use apps unless I am forced to. Most apps have user agreements I disagree with.,No,Probably yes,No,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Independent,"Holding parents responsible for their children's behavior, a flat tax with no loopholes for anyone, green energy is neither green nor efficient, the Antarctic ice sheet is growing so these carbon emissions obviously don't create the climate hiax that changes names every ten to twenty years, teachers are over trained already, but children run the schools with no consequences, good kids cannot learn from highy trained teachers when there are ten kids in a class doing drugs, threatening the staff and other students.",2000,Female,Hispanic,Yes,Some college,Never married,Full-time,Prefer not to say,No,93535,California,Own,Independent,Did not vote for President,Donald Trump,Yes,Not sure,Most of the time,Roman Catholic,Once a week,No,Very important,Several times a day,2025-05-21 0:16:03,2025-05-21 0:44:20
2259688032,0.8824599305,Yes,None,Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1969,Male,White,No,Some college,Divorced,Part-time,"$30,000 - $39,999",No,92113,California,Rent,Lean Democrat,Did not vote for President,Did not vote for President,Yes,Liberal,Only now and then,Buddhist,Never,No,Not at all important,Never,2025-05-21 4:24:29,2025-05-21 4:37:27
2259801492,0.6833548482,Not sure,I don’t usually send policy/politics related materials to others,Not sure,Probably yes,Yes,Not sure,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Good Idea,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Not Sure,Grand Bargain,Independent,,2005,Female,Middle Eastern,No,Some college,Never married,Student,"$150,000 - $199,999",No,90504,California,Other,Lean Democrat,Did not vote for President,Kamala Harris,Yes,Moderate,Most of the time,Muslim,A few times a year,No,Somewhat important,Several times a day,2025-05-21 6:12:19,2025-05-21 6:18:57
2260060900,0.4779564681,Yes,The app's content may spark disagreements or tension among friends with differing political views.,Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1985,Male,White,No,High school graduate,Never married,Full-time,"$70,000 - $79,999",No,95139,California,Own,Lean Democrat,Did not vote for President,Kamala Harris,Yes,Very liberal,Most of the time,Protestant,Once or twice a month,No,Very important,A few times a week,2025-05-21 8:30:14,2025-05-21 9:10:54
2260420908,1.803246083,Not sure,Nothing,No,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Independent,Suitable,1993,Male,Hispanic,Yes,2-year,Married,Full-time,"$80,000 - $99,999",Yes,91740,California,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Some of the time,Roman Catholic,Once or twice a month,No,Somewhat important,A few times a month,2025-05-21 11:24:20,2025-05-21 11:41:50
2260421862,1.353987939,Yes,"Not with sharing the app itself. The problem is that the majority is not always right. Some of those suggestions were terrible ideas, but sound good to the uninformed. IF you could actually find something that 75% of people agreed with, then it is more likely to be valid. But most of the time, more than 50% of people pick the wrong answer. The people who picked the these questions are not informed themselves on the issues. And some of the questions would confuse some people.",Yes,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Hate It,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Critical to Me & Others,Dislike It,Dislike It,Dislike It,Good Idea,Not Sure,Dislike It,Dislike It,Hate It,Dislike It,Good Idea,Good Idea,Critical to Me & Others,Hate It,Hate It,Hate It,Good Idea,Good Idea,Dislike It,Hate It,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Grand Bargain,Independent,,1962,Male,White,No,4-year,Married,Full-time,"$350,000 - $499,999",No,93430,California,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Liberal,Most of the time,Agnostic,Seldom,No,Not at all important,Never,2025-05-21 11:27:18,2025-05-21 11:44:11
2260699380,0.326599852,Yes,don't have any,Yes,Probably yes,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Grand Bargain,Independent,,2001,Male,Hispanic,Yes,High school graduate,Never married,Part-time,"$50,000 - $59,999",No,92113,California,Rent,Independent,Did not vote for President,Cornel West,Yes,Moderate,Only now and then,Roman Catholic,Seldom,No,Not too important,Seldom,2025-05-21 13:14:32,2025-05-21 13:21:48
2260702704,1.001998687,Yes,They may not be interested,No,Probably yes,Yes,Yes,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1946,Female,White,No,4-year,Married,Retired,Prefer not to say,No,90049,California,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Nothing in particular,Seldom,No,Not too important,Seldom,2025-05-21 13:20:38,2025-05-21 13:34:56
2261082908,1.03843918,No,Not super interested,Not sure,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1988,Male,Asian,No,Post-grad,Never married,Full-time,"$80,000 - $99,999",No,92223,California,Own,Independent,Donald Trump,Donald Trump,Yes,Moderate,Some of the time,Buddhist,A few times a year,No,Very important,Once a day,2025-05-21 16:46:29,2025-05-21 16:56:21
2261155652,0.6173579274,Not sure,Depends on the topics,Yes,Not sure,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Current Direction,Independent,Take the majority of funding of the war on drugs and move into mental health and rehabilitation. I think health care overhaul is necessary.,1972,Male,White,No,Some college,Divorced,Full-time,"$40,000 - $49,999",No,95602,California,Rent,Independent,Jo Jorgensen,Chase Oliver,Yes,Moderate,Most of the time,Protestant,Seldom,Yes,Very important,Once a day,2025-05-21 17:38:06,2025-05-21 17:46:12
2261156464,1.298175362,Not sure,causing problems,No,Definitely yes,Yes,No,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,1962,Male,White,No,Post-grad,Married,Full-time,"$200,000 - $249,999",No,92103,California,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not at all important,Don't know,2025-05-21 17:39:30,2025-05-21 17:47:50
2261352764,0.8446942981,Not sure,Could be intrusive to some.,Yes,Probably yes,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1968,Male,White,No,4-year,Divorced,Full-time,"$30,000 - $39,999",Yes,92064,California,Rent,Independent,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Atheist,Never,No,Not at all important,Never,2025-05-21 19:36:01,2025-05-21 19:49:48
2261552284,1.15452693,Yes,None,No,Probably yes,Yes,Yes,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1994,Male,White,No,4-year,Never married,Full-time,"$120,000 - $149,999",No,95632,California,Rent,Independent,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Protestant,Once a week,Yes,Somewhat important,Once a week,2025-05-21 22:34:16,2025-05-21 22:41:43
