caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,Healthcare 8,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
2284758900,1.413597378,No,It’s very liberal. Poorly written as well.,No,Definitely no,No,No,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Dislike It,Dislike It,Dislike It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,Hate It,Hate It,Hate It,Hate It,Hate It,Current Direction,Republican,I would get rid of most of that. It reads very liberal and trying to hurt the rich / well off / non-minorities.,2005,Female,White,No,Some college,Domestic / civil partnership,Part-time,"$150,000 - $199,999",No,34787,Florida,Other,Strong Republican,Did not vote for President,Donald Trump,Yes,Very conservative,Some of the time,Atheist,Never,No,Not at all important,Never,2025-06-03 16:03:01,2025-06-03 16:09:08
2283412486,0.721934962,Yes,My privacy,Not sure,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1948,Female,White,No,Post-grad,Married,Retired,"$120,000 - $149,999",No,34987,Florida,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Roman Catholic,Once a week,No,Very important,Don't know,2025-06-03 22:01:53,2025-06-03 22:15:15
2283387566,0.940480437,Yes,Little to none as they can take it or leave it as they are responsible adults,Yes,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Republican,Reduction in government agencies and their overhead while investing in better educational models that include parents in the efforts.  Allow food subsidy for actual healthy food and discourage line usage as it sets a precedent fir lethargy.,1960,Male,White,No,Some college,Domestic / civil partnership,Permanently disabled,"$30,000 - $39,999",No,32506,Florida,Rent,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Something else,A few times a year,Yes,Very important,Several times a day,2025-06-03 23:58:33,2025-06-04 0:08:21
2284739414,0.4925761444,Not sure,First seeing if they might be interested,No,Not sure,Not sure,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Republican,Not entirely sure,1986,Female,White,No,High school graduate,Married,Homemaker,"$80,000 - $99,999",Yes,34269,Florida,Own,Strong Republican,Did not vote for President,Did not vote for President,Yes,Very conservative,Most of the time,Something else,Never,No,Very important,Several times a day,2025-06-04 2:22:56,2025-06-04 2:41:27
2286001728,0.3,Yes,"I think Americans should seriously push this app, it will go a long way in initiating the change we all want.",Yes,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1996,Male,Black,No,Post-grad,Married,Full-time,"$60,000 - $69,999",Yes,32099,Florida,Rent,Not very strong Republican,Donald Trump,Donald Trump,Yes,Liberal,Some of the time,Roman Catholic,More than once a week,Yes,Very important,A few times a week,2025-06-04 6:59:34,2025-06-04 7:12:10
2286006324,0.6428796145,Yes,None,Yes,Not sure,No,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Republican,,1971,Female,White,No,High school graduate,Divorced,Unemployed,"Less than $10,000",No,33823,Florida,Other,Not very strong Republican,Donald Trump,Donald Trump,Yes,Moderate,Only now and then,Protestant,A few times a year,Yes,Very important,Several times a day,2025-06-04 7:05:01,2025-06-04 7:14:32
2286112486,0.8352344161,No,Apps are invasive. Personal information is exposed.,No,Probably no,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Not Sure,Dislike It,Not Sure,Dislike It,Grand Bargain,Republican,,1955,Female,White,No,High school graduate,Widowed,Part-time,"$100,000 - $119,999",No,34471,Florida,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Protestant,A few times a year,No,Very important,Once a day,2025-06-04 8:23:00,2025-06-04 8:48:44
2286118504,0.7050069535,Yes,They may think it gets to personal,No,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1951,Male,White,No,Some college,Married,Retired,"$100,000 - $119,999",No,34759,Florida,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Jewish,Seldom,No,Somewhat important,Seldom,2025-06-04 9:09:08,2025-06-04 9:25:15
2286197064,0.7118046646,Yes,None,Yes,Probably yes,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Good Idea,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Dislike It,Not Sure,Hate It,Hate It,Not Sure,Grand Bargain,Republican,,1954,Female,Hispanic,Yes,High school graduate,Married,Retired,"$30,000 - $39,999",No,33619,Florida,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Roman Catholic,Never,No,Somewhat important,Several times a day,2025-06-04 9:07:29,2025-06-04 9:28:39
2286281046,0.185098397,Not sure,Depends on the app and what the app offers. Not all people have the same needs,No,Not sure,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Republican,,1949,Female,Black,No,Some college,Divorced,Retired,"$20,000 - $29,999",No,33176,Florida,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Moderate,Only now and then,Nothing in particular,Never,No,Not at all important,Several times a day,2025-06-04 9:50:23,2025-06-04 10:01:17
2270270922,1.976719477,Yes,none,Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Republican,notsure,1967,Male,White,No,No HS,Never married,Permanently disabled,"Less than $10,000",No,33859,Florida,Own,Not very strong Republican,Donald Trump,Did not vote for President,Yes,Moderate,Some of the time,Protestant,Seldom,Yes,Somewhat important,Seldom,2025-06-04 10:56:11,2025-06-04 11:10:26
2286676548,0.7137284333,Yes,About protecting privacy,No,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Republican,,1984,Male,White,No,High school graduate,Married,Full-time,"$80,000 - $99,999",Yes,33142,Florida,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Some of the time,Roman Catholic,Once a week,Yes,Very important,Once a day,2025-06-04 13:03:44,2025-06-04 13:08:38
2286676918,0.4949174099,Not sure,I do not like to impose my selections on others,No,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Republican,,1953,Male,White,No,2-year,Divorced,Retired,"$20,000 - $29,999",No,34448,Florida,Other,Strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Something else,Never,No,Not too important,Seldom,2025-06-04 13:04:00,2025-06-04 13:17:55
2283403642,0.9980505449,Yes,None,Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Other,Everyone is happy,1977,Female,Black,No,2-year,Separated,Unemployed,"Less than $10,000",No,33161,Florida,Rent,Independent,Did not vote for President,Did not vote for President,No,Very conservative,Most of the time,Something else,Never,No,Very important,A few times a month,2025-06-02 23:26:01,2025-06-02 23:34:00
2281154680,0.6632058502,Not sure,You have to be careful for the real purpose of the application in order to get all the information is needed about a person.,No,Not sure,No,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Current Direction,Other,End Wokeism and corruption of the cabal.,1942,Male,White,Yes,Some college,Married,Retired,"$30,000 - $39,999",No,33193,Florida,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a week,2025-06-03 7:06:26,2025-06-05 2:19:57
2285213072,0.7806169913,No,Might offend,Not sure,Probably no,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Not Sure,Not Sure,Not Sure,Dislike It,Good Idea,Good Idea,Hate It,Dislike It,Good Idea,Grand Bargain,Other,,1955,Male,Native American,No,Post-grad,Married,Homemaker,"$100,000 - $119,999",No,34787,Florida,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,2025-06-03 21:53:44,2025-06-03 22:02:28
2283402222,0.9980505449,Yes,I have no reservations about sharing this app,Yes,Definitely yes,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Not sure,,1961,Female,Black,No,Some college,Never married,Retired,"$40,000 - $49,999",No,32505,Florida,Other,Independent,Did not vote for President,Did not vote for President,Yes,Not sure,Only now and then,Something else,Seldom,Yes,Somewhat important,Several times a day,2025-06-02 23:22:52,2025-06-02 23:40:57
2284691320,0.4150458865,Not sure,None,Not sure,Probably yes,Not sure,Yes,Not Sure,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Not sure,,1997,Female,Hispanic,Yes,High school graduate,Married,Full-time,"$60,000 - $69,999",No,32935,Florida,Own,Lean Democrat,Did not vote for President,Did not vote for President,No,Very liberal,Most of the time,Nothing in particular,Never,No,Not too important,Seldom,2025-06-03 15:17:54,2025-06-03 15:28:21
2285037886,1.77482153,Not sure,Because not all my friends could want to go through it.,No,Probably yes,Not sure,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Not sure,,1998,Female,Black,No,4-year,Never married,Part-time,Prefer not to say,No,32013,Florida,Rent,Independent,Did not vote for President,Did not vote for President,No,Moderate,Hardly at all,Protestant,Once a week,Yes,Somewhat important,Several times a day,2025-06-03 19:57:20,2025-06-03 20:17:16
2284156010,0.721954677,Yes,Some people feel bad about the current state of everything and may not want to participate,Yes,Probably yes,Not sure,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Not sure,,1989,Female,White,No,Post-grad,Never married,Unemployed,"$20,000 - $29,999",No,33876,Florida,Rent,Independent,Did not vote for President,Did not vote for President,Don't know,Moderate,Some of the time,Nothing in particular,Never,No,Not too important,Never,2025-06-03 23:53:38,2025-06-04 0:02:26
2285578118,0.4925761444,No,Noone my age wants to have to download political apps,No,Probably no,No,No,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Critical to Me & Others,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Grand Bargain,Not sure,,1986,Female,White,No,High school graduate,Married,Homemaker,"$40,000 - $49,999",Yes,32464,Florida,Own,Not sure,Did not vote for President,Did not vote for President,No,Conservative,Hardly at all,Nothing in particular,Never,No,Somewhat important,Seldom,2025-06-04 1:58:45,2025-06-04 2:17:48
2281879516,0.8046776102,Yes,I don't think there's any,Yes,Not sure,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Not sure,,2000,Female,White,No,High school graduate,Never married,Student,"Less than $10,000",No,33601,Florida,Rent,Not sure,Did not vote for President,Did not vote for President,No,Moderate,Some of the time,Roman Catholic,Once a week,Yes,Somewhat important,Once a day,2025-06-04 9:53:38,2025-06-04 10:02:43
2283084486,0.3302673972,Yes,Content,Not sure,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1978,Male,Black,No,Some college,Married,Permanently disabled,"$60,000 - $69,999",No,33844,Florida,Rent,Lean Republican,Other,Did not vote for President,Yes,Not sure,Some of the time,Protestant,Seldom,No,Somewhat important,A few times a week,2025-06-02 18:28:52,2025-06-02 18:41:41
2282505682,1.02400523,Yes,Most would ignore it,Yes,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1947,Male,White,No,Post-grad,Married,Retired,"$80,000 - $99,999",No,33598,Florida,Own,Lean Republican,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Protestant,Once a week,No,Somewhat important,Once a day,2025-06-02 18:34:25,2025-06-02 18:59:16
2283463714,1.304482877,Not sure,Depends on what kind of app it is and what it’s for,No,Probably yes,Yes,Not sure,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1957,Female,White,No,High school graduate,Never married,Retired,"$50,000 - $59,999",No,33511,Florida,Own,Lean Democrat,Donald Trump,Kamala Harris,Yes,Conservative,Most of the time,Protestant,Seldom,No,Somewhat important,Several times a day,2025-06-02 23:59:02,2025-06-03 0:11:28
2279111328,1.02400523,Not sure,I do not share much with anyone as a basic principle,Not sure,Probably yes,Not sure,Not sure,Good Idea,Not Sure,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Not Sure,Good Idea,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1945,Male,White,No,Post-grad,Married,Retired,"$250,000 - $349,999",No,32317,Florida,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Nothing in particular,Seldom,No,Not too important,Never,2025-06-03 6:57:23,2025-06-03 7:10:57
2284067128,0.4678827547,Not sure,"Because it is not just an app, it takes a serious person that has in interest in answering survey questions and giving you best opinion on issues that arises .",Yes,Probably yes,Yes,Yes,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Current Direction,Independent,,1986,Female,Black,No,Post-grad,Married,Full-time,Prefer not to say,Yes,33461,Florida,Own,Independent,Did not vote for President,Did not vote for President,Yes,Moderate,Some of the time,Roman Catholic,More than once a week,Yes,Somewhat important,Once a day,2025-06-03 7:56:43,2025-06-03 8:17:25
2284125110,0.4308988637,Not sure,minding my own business,No,Not sure,Not sure,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Hate It,Hate It,Hate It,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Grand Bargain,Independent,,1946,Male,White,No,Post-grad,Married,Retired,"$60,000 - $69,999",No,32778,Florida,Rent,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Agnostic,Never,No,Not at all important,Never,2025-06-03 8:49:52,2025-06-03 9:07:48
2284162754,0.7708710695,No,all or nothing approach,No,Probably no,No,No,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Dislike It,Not Sure,Not Sure,Good Idea,Good Idea,Not Sure,Dislike It,Not Sure,Not Sure,Good Idea,Not Sure,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Dislike It,Hate It,Not Sure,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Good Idea,Grand Bargain,Independent,,1982,Male,Asian,No,2-year,Never married,Student,"$20,000 - $29,999",No,32225,Florida,Own,Independent,Did not vote for President,Did not vote for President,Yes,Moderate,Hardly at all,Atheist,Never,No,Not at all important,Never,2025-06-03 9:13:20,2025-06-03 9:26:59
2284577966,0.5137980183,Yes,How friendly it will be,Yes,Probably yes,Yes,No,Not Sure,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Hate It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Independent,N/A,1982,Male,White,No,Post-grad,Married,Full-time,"$200,000 - $249,999",No,33126,Florida,Own,Independent,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Atheist,Seldom,No,Not at all important,A few times a month,2025-06-03 14:07:59,2025-06-03 14:12:19
