caseid,weight,F1,F2,F3,F4,F5,F6,Economic Mobility 1,Economic Mobility 2,Economic Mobility 3,Economic Mobility 4,Economic Mobility 5,Economic Mobility 6,Economic Mobility 7,Education 1,Education 2,Education 3,Education 4,Education 5,Education 6,Education 7,Education 8,Education 9,Healthcare 1,Healthcare 2,Healthcare 3,Healthcare 4,Healthcare 5,Healthcare 6,Healthcare 7,,Energy 1,Energy 2,Energy 3,Energy 4,Energy 5,Fed Spending & Debt,Taxes 1,Taxes 2,Taxes 3,Taxes 4,Taxes 5,Taxes 6,Taxes 7,Grand Bargain or Current Direction?,pid3,What would you change to make you reconsider,birthyr,gender,race,hispanic,educ,marstat,employ,faminc_new,child18,inputzip,inputstate,ownhome,pid7,presvote20post,presvote24post,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
2360619728,0.667846062,Yes,None,Not sure,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Grand Bargain,Republican,,1964,Female,White,No,High school graduate,Married,Part-time,"$100,000 - $119,999",No,30523,Georgia,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,2025-07-18 23:35:44,2025-07-18 23:43:56
2360619124,0.4882911781,Not sure,Some of the verbiage was confusing,Not sure,Definitely yes,Not sure,Not sure,Good Idea,Dislike It,Good Idea,Hate It,Dislike It,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Good Idea,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Grand Bargain,Independent,,1947,Female,White,No,High school graduate,Widowed,Retired,"$70,000 - $79,999",No,7751,New Jersey,Own,Lean Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Roman Catholic,Once a week,No,Very important,Several times a day,2025-07-18 23:30:31,2025-07-18 23:46:23
2360619722,0.4741758905,No,Its to confusing for my simple minded people,No,Not sure,Not sure,Not sure,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Current Direction,Republican,,1960,Male,White,No,High school graduate,Divorced,Full-time,"$40,000 - $49,999",Yes,23664,Virginia,Rent,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Roman Catholic,Seldom,No,Very important,Once a day,2025-07-18 23:27:28,2025-07-18 23:48:16
2360619220,3.726233647,Yes,None at all,Yes,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Grand Bargain,Republican,,1988,Male,White,No,High school graduate,Domestic / civil partnership,Full-time,"$70,000 - $79,999",Yes,45069,Ohio,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2025-07-18 23:41:46,2025-07-18 23:50:41
2360619224,1.063013673,Yes,Retaliation from the Republicans,Yes,Definitely yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Grand Bargain,Democrat,,1950,Female,Hispanic,Yes,High school graduate,Widowed,Retired,"$20,000 - $29,999",No,77379,Texas,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Some of the time,Roman Catholic,Never,No,Very important,Once a day,2025-07-18 23:38:04,2025-07-18 23:51:50
2360619366,0.4908948582,Not sure,some like the goverment the way it is,No,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,Grand Bargain,Democrat,,1948,Female,White,No,High school graduate,Widowed,Retired,"$20,000 - $29,999",No,43920,Ohio,Own,Not very strong Democrat,Other,Kamala Harris,Yes,Moderate,Most of the time,Nothing in particular,Never,No,Not at all important,A few times a month,2025-07-18 23:44:57,2025-07-18 23:53:47
2360619578,1.74642971,Yes,None,Not sure,Probably yes,Yes,Yes,Critical to Me & Others,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Critical to Me & Others,Good Idea,Critical to Me & Others,Not Sure,,Not Sure,Hate It,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Hate It,Good Idea,Not Sure,Good Idea,Critical to Me & Others,Dislike It,Grand Bargain,Democrat,,1994,Female,White,No,High school graduate,Never married,Full-time,"$10,000 - $19,999",Yes,44504,Ohio,Own,Strong Democrat,Jo Jorgensen,Kamala Harris,Yes,Liberal,Most of the time,Protestant,Never,No,Somewhat important,A few times a month,2025-07-18 23:34:35,2025-07-18 23:54:19
2360665686,0.8482363799,Not sure,They probably wouldn't care,No,Probably yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,,1999,Female,White,No,2-year,Domestic / civil partnership,Full-time,"$30,000 - $39,999",No,59101,Montana,Rent,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Only now and then,Nothing in particular,Never,No,Not at all important,Never,2025-07-18 23:51:05,2025-07-18 23:56:40
2360619484,1.922358444,Not sure,People dislike change,Not sure,Not sure,Not sure,Not sure,Not Sure,Not Sure,Critical to Me & Others,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Not Sure,Not Sure,Critical to Me & Others,Good Idea,Not Sure,Good Idea,Critical to Me & Others,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,,Critical to Me & Others,Not Sure,Good Idea,Good Idea,Not Sure,Critical to Me & Others,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Hate It,Critical to Me & Others,Grand Bargain,Democrat,,2003,Female,White,No,No HS,Never married,Unemployed,Prefer not to say,No,34655,Florida,Other,Not very strong Democrat,Did not vote for President,Kamala Harris,Yes,Very liberal,Some of the time,Nothing in particular,Never,No,Not at all important,Never,2025-07-18 23:50:05,2025-07-18 23:57:26
2360619424,0.8508069601,Yes,None.,Not sure,Definitely no,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Not Sure,Critical to Me & Others,Good Idea,Not Sure,Critical to Me & Others,Good Idea,Critical to Me & Others,Good Idea,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,,Good Idea,Not Sure,Not Sure,Good Idea,Not Sure,Good Idea,Not Sure,Hate It,Not Sure,Not Sure,Good Idea,Not Sure,Good Idea,Grand Bargain,Democrat,,1972,Female,White,No,High school graduate,Married,Other,Prefer not to say,No,85746,Arizona,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Most of the time,Something else,Never,No,Not at all important,Never,2025-07-18 23:46:24,2025-07-19 0:04:31
2360619740,0.6312122678,No,I don't discuss or share anything politicsl,No,Not sure,No,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Dislike It,Grand Bargain,Republican,,1954,Female,White,No,High school graduate,Married,Retired,"$40,000 - $49,999",No,12302,New York,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Moderate,Some of the time,Roman Catholic,Never,No,Somewhat important,Never,2025-07-18 23:22:30,2025-07-19 0:04:57
2360619730,0.5096025122,Not sure,I do not talk politics with no one,No,Probably yes,Yes,Not sure,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Critical to Me & Others,Good Idea,Not Sure,Good Idea,Not Sure,,Critical to Me & Others,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,,1966,Female,White,No,High school graduate,Domestic / civil partnership,Permanently disabled,"$20,000 - $29,999",No,54639,Wisconsin,Own,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Nothing in particular,Never,No,Not at all important,Seldom,2025-07-18 23:51:47,2025-07-19 0:06:19
2360619288,0.4816489543,Not sure,Distrust,Not sure,Not sure,Yes,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Grand Bargain,Independent,,1958,Female,White,No,High school graduate,Divorced,Permanently disabled,"$20,000 - $29,999",No,44460,Ohio,Own,Lean Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Some of the time,Atheist,Never,No,Not at all important,Never,2025-07-18 23:59:14,2025-07-19 0:07:39
2360619246,1.77431902,Yes,None,Yes,Definitely yes,No,Yes,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Grand Bargain,Democrat,,1958,Female,Black,No,No HS,Widowed,Permanently disabled,"Less than $10,000",No,33023,Florida,Rent,Not very strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Only now and then,Protestant,Seldom,Yes,Very important,Several times a day,2025-07-18 23:55:42,2025-07-19 0:08:09
2360619294,0.4882911781,No,I try not to get into politics with others.,No,Definitely no,No,No,Not Sure,Dislike It,Good Idea,Dislike It,Good Idea,Good Idea,Hate It,Good Idea,Good Idea,Good Idea,Dislike It,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Not Sure,,Hate It,Hate It,Hate It,Good Idea,Dislike It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Grand Bargain,Republican,,1949,Female,White,No,High school graduate,Married,Homemaker,"$100,000 - $119,999",No,15010,Pennsylvania,Own,Strong Republican,Donald Trump,Donald Trump,Yes,Very conservative,Most of the time,Roman Catholic,Once a week,No,Very important,Several times a day,2025-07-18 23:50:06,2025-07-19 0:08:12
2360619326,2.040397095,Not sure,Is it safe.,Not sure,Not sure,No,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Grand Bargain,Independent,,1959,Female,Black,No,No HS,Divorced,Retired,"$30,000 - $39,999",No,23703,Virginia,Rent,Independent,Did not vote for President,Did not vote for President,Yes,Not sure,Hardly at all,Something else,Seldom,Yes,Very important,Several times a day,2025-07-18 23:54:07,2025-07-19 0:09:04
2360677482,0.8607626043,Not sure,Having to access it,Not sure,Probably yes,Yes,Not sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Grand Bargain,Independent,,2002,Female,White,No,4-year,Never married,Full-time,"$70,000 - $79,999",No,32818,Florida,Rent,Lean Democrat,Joe Biden,Kamala Harris,Yes,Moderate,Some of the time,Agnostic,Never,No,Not at all important,Never,2025-07-19 0:06:42,2025-07-19 0:10:04
2360675000,0.4684503575,Not sure,I don’t know enough about it yet.,Not sure,Probably no,Not sure,No,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Democrat,,1998,Female,White,No,High school graduate,Domestic / civil partnership,Full-time,"$80,000 - $99,999",No,17901,Pennsylvania,Rent,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Some of the time,Nothing in particular,Never,No,Not at all important,Never,2025-07-19 0:05:40,2025-07-19 0:10:07
2360675046,0.2812353222,Not sure,I wouldn’t want to get to political with family,Yes,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Grand Bargain,Republican,,2000,Male,Black,No,High school graduate,Never married,Unemployed,"Less than $10,000",No,12549,New York,Own,Not very strong Republican,Did not vote for President,Did not vote for President,Yes,Very liberal,Most of the time,Roman Catholic,A few times a year,No,Very important,A few times a week,2025-07-19 0:05:52,2025-07-19 0:10:28
2360619406,3.88629872,Yes,No reservations about it.,Yes,Definitely yes,Yes,Not sure,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Hate It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Grand Bargain,Democrat,,1972,Female,Native American,No,No HS,Never married,Unemployed,"$20,000 - $29,999",No,85147,Arizona,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Not sure,Hardly at all,Protestant,A few times a year,No,Somewhat important,Once a day,2025-07-18 23:52:01,2025-07-19 0:11:09
2360678270,0.2812353222,Not sure,Unsure,Not sure,Not sure,Not sure,Not sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Current Direction,Not sure,Make effective changes,2001,Male,Black,No,High school graduate,Domestic / civil partnership,Other,"$20,000 - $29,999",No,11232,New York,Own,Independent,Did not vote for President,Did not vote for President,No,Not sure,Don't know,Nothing in particular,Don't know,No,Not at all important,Don't know,2025-07-19 0:06:53,2025-07-19 0:11:57
2360677598,1.713600868,Not sure,political differences,No,Definitely yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Critical to Me & Others,,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Grand Bargain,Democrat,,1997,Female,White,Yes,4-year,Never married,Full-time,"$20,000 - $29,999",No,76309,Texas,Rent,Strong Democrat,Joe Biden,Kamala Harris,Yes,Liberal,Most of the time,Agnostic,Seldom,No,Not too important,Never,2025-07-19 0:06:45,2025-07-19 0:13:13
2360684892,0.5702839097,Yes,Political differences,No,Probably yes,No,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Dislike It,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Grand Bargain,Independent,,2005,Female,Black,Yes,Some college,Never married,Student,"$60,000 - $69,999",No,11001,New York,Rent,Lean Democrat,Did not vote for President,Kamala Harris,Yes,Liberal,Some of the time,Roman Catholic,Once a week,No,Very important,Several times a day,2025-07-19 0:09:36,2025-07-19 0:13:33
2360619746,0.6129654858,Not sure,I am not sure if it would be safe.,Not sure,Probably yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Grand Bargain,Republican,,1958,Male,White,No,High school graduate,Married,Retired,Prefer not to say,No,17948,Pennsylvania,Own,Not very strong Republican,Donald Trump,Donald Trump,Yes,Conservative,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2025-07-19 0:06:11,2025-07-19 0:14:10
2360619122,1.38132038,No,Not everyone is know likes this mind of stuff,No,Not sure,No,No,Dislike It,Good Idea,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Grand Bargain,Not sure,,1979,Male,White,No,High school graduate,Never married,Unemployed,"Less than $10,000",No,78401,Texas,Rent,Not sure,Did not vote for President,Did not vote for President,Yes,Not sure,Hardly at all,Nothing in particular,Never,No,Not at all important,Never,2025-07-19 0:03:36,2025-07-19 0:14:57
2360619368,0.6383478241,Not sure,Nothing,No,Not sure,No,Not sure,Not Sure,Not Sure,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Democrat,Nothing,1965,Female,Black,No,High school graduate,Never married,Permanently disabled,"$20,000 - $29,999",No,23847,Virginia,Own,Strong Democrat,Joe Biden,Kamala Harris,Yes,Very liberal,Some of the time,Something else,Once or twice a month,Yes,Very important,Several times a day,2025-07-18 23:05:24,2025-07-19 0:15:12
2360619316,0.377710641,Yes,I wouldn’t have any,Yes,Probably yes,Yes,Yes,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Grand Bargain,Independent,,1962,Female,White,No,High school graduate,Divorced,Retired,"$10,000 - $19,999",No,63026,Missouri,Rent,Lean Democrat,Donald Trump,Did not vote for President,Yes,Moderate,Some of the time,Atheist,Never,No,Not at all important,Never,2025-07-18 23:58:05,2025-07-19 0:15:15
2360674644,4.1557398,Yes,i dunno,Not sure,Probably yes,Yes,No,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Grand Bargain,Not sure,,1997,Female,White,No,No HS,Never married,Unemployed,"$10,000 - $19,999",No,85712,Arizona,Rent,Independent,Did not vote for President,Did not vote for President,No,Moderate,Some of the time,Nothing in particular,Never,No,Very important,Several times a day,2025-07-19 0:04:09,2025-07-19 0:15:40
2360682648,0.5930650947,Not sure,Idk,Not sure,Not sure,Not sure,Not sure,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Critical to Me & Others,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Dislike It,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Current Direction,Independent,,1999,Female,Black,No,2-year,Domestic / civil partnership,Part-time,"$30,000 - $39,999",No,32818,Florida,Rent,Independent,Did not vote for President,Did not vote for President,No,Not sure,Don't know,Nothing in particular,Don't know,No,Very important,Don't know,2025-07-19 0:09:21,2025-07-19 0:16:25
2360619438,1.977373202,Yes,No reservations at all,No,Definitely yes,Yes,Yes,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,Good Idea,,Good Idea,Good Idea,Good Idea,Good Idea,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Good Idea,Current Direction,Independent,Represent the middle class and the lower middle class,1988,Female,Hispanic,Yes,High school graduate,Never married,Full-time,"$70,000 - $79,999",No,8901,New Jersey,Own,Independent,Joe Biden,Kamala Harris,Yes,Moderate,Most of the time,Roman Catholic,Once a week,No,Very important,Once a week,2025-07-19 0:09:09,2025-07-19 0:16:31
